age_bin,Matters to work,Affects someone you care about,Affects your community,Controversial,Not sure if true,Topic interests you,Recognize creator/publisher,Other,Don't know
18-29,30.070859167404784,32.81665190434012,36.71390611160319,31.133746678476527,36.75819309123118,73.51638618246236,22.099202834366697,1.1071744906997343,4.871567759078831
30-49,34.55985095482068,35.77084303679553,37.26129482999534,29.6227293898463,35.444806707033074,71.49510945505357,21.6115510013973,0.8383791336748951,5.635770843036796
50+,23.51437699680511,36.86900958466454,38.65814696485623,29.456869009584665,42.236421725239616,73.48242811501598,17.955271565495206,2.2364217252396164,5.686900958466453
