country,age_bin,_item,Strongly disagree,Disagree,Neutral,Agree,Strongly agree
us,30-49,D written to manipulate,4.333333333333334,9.333333333333334,34.333333333333336,33.0,19.0
us,30-49,E interested in politics,8.0,13.333333333333334,28.666666666666668,30.0,20.0
us,30-49,F mainstream accurate,14.381270903010032,19.732441471571907,41.1371237458194,19.063545150501675,5.68561872909699
us,30-49,G biased against my views,3.3333333333333335,15.0,49.0,19.333333333333332,13.333333333333334
us,30-49,H trust mainstream,22.0,14.333333333333334,33.666666666666664,24.666666666666668,5.333333333333334
us,30-49,I confident fact-check,0.6666666666666667,5.666666666666666,30.666666666666664,42.66666666666667,20.333333333333332
us,30-49,J distinguish fact/opinion,1.3333333333333335,5.0,31.666666666666664,43.333333333333336,18.666666666666668
us,30-49,K determine trustworthy,1.0,4.666666666666667,37.333333333333336,42.66666666666667,14.333333333333334
us,30-49,L overwhelmed,3.3333333333333335,12.333333333333334,28.999999999999996,37.666666666666664,17.666666666666668
us,30-49,M too stressful,4.666666666666667,15.333333333333332,30.666666666666664,35.66666666666667,13.666666666666666
us,30-49,N excited new ways,3.6666666666666665,12.666666666666668,47.66666666666667,27.333333333333332,8.666666666666668
us,30-49,O excited traditional ways,3.3333333333333335,7.666666666666666,42.66666666666667,29.333333333333332,17.0
us,30-49,P hopeful view,20.0,28.000000000000004,33.0,13.0,6.0
us,50+,A impact my life,4.191616766467066,12.275449101796406,34.4311377245509,39.221556886227546,9.880239520958083
us,50+,B issues I care about,2.3952095808383236,5.389221556886228,19.46107784431138,55.08982035928144,17.664670658682635
us,50+,C profit over truth,3.8922155688622757,9.880239520958083,23.952095808383234,35.32934131736527,26.94610778443114
us,50+,D written to manipulate,3.293413173652695,11.676646706586826,32.035928143712574,32.634730538922156,20.35928143712575
us,50+,E interested in politics,8.408408408408409,7.5075075075075075,21.62162162162162,38.43843843843844,24.024024024024023
us,50+,F mainstream accurate,19.760479041916167,22.75449101796407,27.54491017964072,26.34730538922156,3.592814371257485
us,50+,G biased against my views,4.790419161676647,24.850299401197603,33.83233532934132,21.25748502994012,15.269461077844312
us,50+,H trust mainstream,25.449101796407188,19.760479041916167,22.45508982035928,27.245508982035926,5.089820359281437
us,50+,I confident fact-check,1.4970059880239521,5.688622754491018,25.149700598802394,52.09580838323353,15.568862275449103
us,50+,J distinguish fact/opinion,2.095808383233533,5.089820359281437,25.748502994011975,50.29940119760479,16.766467065868262
us,50+,K determine trustworthy,1.1976047904191618,11.676646706586826,27.54491017964072,52.09580838323353,7.48502994011976
us,50+,L overwhelmed,6.287425149700598,18.862275449101794,31.137724550898206,29.94011976047904,13.77245508982036
us,50+,M too stressful,5.389221556886228,20.35928143712575,32.634730538922156,29.64071856287425,11.976047904191617
us,50+,N excited new ways,8.108108108108109,13.213213213213212,47.147147147147145,26.426426426426424,5.105105105105105
us,50+,O excited traditional ways,2.9940119760479043,6.88622754491018,27.245508982035926,38.622754491017965,24.251497005988025
us,50+,P hopeful view,19.16167664670659,31.137724550898206,34.13173652694611,13.47305389221557,2.095808383233533
