country,Ask someone you know,Use a search engine,Use an AI tool,Visit a news site/video,Look at comments,See what's trending,Other,Do nothing,Don't know
br,9.023354564755838,31.84713375796178,6.794055201698514,25.265392781316347,15.392781316348195,7.749469214437367,1.0615711252653928,2.8662420382165608,0.0
in,10.626992561105206,29.64930924548353,11.477151965993624,20.191285866099896,13.921360255047821,12.646121147715197,0.21253985122210414,1.2752391073326248,0.0
kr,7.20164609053498,42.28395061728395,6.995884773662551,21.296296296296298,10.2880658436214,7.304526748971194,0.9259259259259258,3.7037037037037033,0.0
ng,3.733602421796166,34.81331987891019,12.31079717457114,24.01614530776993,16.649848637739655,7.971745711402624,0.4036326942482341,0.10090817356205853,0.0
uk,6.224066390041494,56.32780082987552,3.941908713692946,19.70954356846473,7.261410788381744,2.2821576763485476,1.7634854771784232,2.4896265560165975,0.0
us,6.047966631908238,54.223149113660064,4.275286757038582,16.99687174139729,8.237747653806048,4.692387904066736,2.0855057351407713,3.441084462982273,0.0
