overall,Matters to work,Affects someone you care about,Affects your community,Controversial,Not sure if true,Topic interests you,Recognize creator/publisher,Other,Don't know
overall,29.96666666666667,34.96666666666667,37.416666666666664,30.2,37.733333333333334,72.8,20.883333333333333,1.3,5.383333333333333
