overall,Ask someone you know,Use a search engine,Use an AI tool,Visit a news site/video,Look at comments,See what's trending,Other,Do nothing,Don't know
overall,7.1069509447044545,41.56699601317386,7.644305772230889,21.25151672733576,11.960478419136765,7.089616918010054,1.0747096550528688,2.3054255503553476,0.0
