overall,Delete apps,Turn off notifications,Check news sites less,Change mix in feeds,Unsubscribe newsletters/podcasts,Take a break from device,Talk to friend/colleague,Spend less time scrolling,Other,Don't know
overall,14.883333333333335,31.483333333333334,33.36666666666667,24.433333333333334,17.4,38.516666666666666,26.98333333333333,41.8,1.7000000000000002,6.75
