age_bin,0,1
18–29,70.4830917874396,29.516908212560388
30–39,74.00972897845726,25.99027102154274
40–49,76.63107947805456,23.368920521945434
50–64,81.45315487571702,18.54684512428298
65+,85.04983388704319,14.950166112956811
